"word","count"
"noun_2174",16
"noun_2176",1
"noun_2177",11
"noun_2178",1
"noun_2179",18
"noun_218",5
"noun_2181",3
"noun_2182",1
"noun_2183",2
"noun_2184",15
"noun_2185",4
"noun_2186",1
"noun_2187",1
"noun_2188",1
"noun_2189",42
"noun_219",1
"noun_2190",486
"noun_2191",1
"noun_2192",1
"noun_2193",2
"noun_2194",26
"noun_2195",1
"noun_2197",1
"noun_2198",2
"noun_2199",2
"noun_220",1
"noun_2200",40
"noun_2201",2
"noun_2202",1
"noun_2203",2
"noun_2204",1
"noun_2205",5
"noun_2206",1
"noun_2208",2
"noun_2209",15
"noun_221",12
"noun_2210",1
"noun_2211",29
"noun_2212",3
"noun_2213",7
"noun_2214",1
"noun_2215",20
"noun_2216",3
"noun_2217",1
"noun_2218",1
"noun_2219",2
"noun_222",1
"noun_2221",92
"noun_2222",3
"noun_2223",10
"noun_2224",3
"noun_2225",4
"noun_2226",3
"noun_2227",6
"noun_2228",17
"noun_2229",3
"noun_223",1
"noun_2230",1
"noun_2231",1
"noun_2232",1
"noun_2234",2
"noun_2235",4
"noun_2236",2
"noun_2237",1
"noun_2238",1
"noun_2239",7
"noun_224",2
"noun_2240",1268
"noun_2241",1
"noun_2242",112
"noun_2244",4
"noun_2245",1
"noun_2246",2503
"noun_2247",1
"noun_2248",26
"noun_2249",74
"noun_225",1
"noun_2250",5
"noun_2251",1
"noun_2253",6
"noun_2254",6
"noun_2255",4
"noun_2256",1
"noun_2257",1
"noun_2258",14
"noun_2259",3
"noun_226",5
"noun_2260",1
"noun_2261",1
"noun_2262",1
"noun_2263",1
"noun_2264",10
"noun_2266",1
"noun_2267",1
"noun_2269",2
"noun_227",1
"noun_2270",2
"noun_2271",3
"noun_2272",113
"noun_2273",7
"noun_2274",2
"noun_2275",1
"noun_2276",3
"noun_2278",2
"noun_2279",1
"noun_228",1
"noun_2280",88
"noun_2281",6
"noun_2282",7
"noun_2283",15
"noun_2284",4
"noun_2285",191
"noun_2286",2
"noun_2287",1
"noun_2288",5
"noun_2289",11
"noun_229",2
"noun_2290",1
"noun_2291",1
"noun_2292",3
"noun_2293",10
"noun_2294",1
"noun_2295",5
"noun_2296",10
"noun_2297",21
"noun_2298",6
"noun_2299",1
"noun_23",3
"noun_230",12
"noun_2300",1
"noun_2303",15
"noun_2304",2
"noun_2305",1
"noun_2306",8
"noun_2307",2
"noun_2308",11
"noun_2309",9
"noun_231",44
"noun_2310",2
"noun_2311",4
"noun_2313",1
"noun_2314",1
"noun_2315",1
"noun_2316",1
"noun_2317",2
"noun_2318",2
"noun_2319",6
"noun_232",2
"noun_2320",2
"noun_2321",3
"noun_2322",1
"noun_2323",1
"noun_2324",15
"noun_2325",10
"noun_2326",3
"noun_2327",1
"noun_2328",349
"noun_2329",1
"noun_233",1
"noun_2330",22
"noun_2332",10
"noun_2333",1
"noun_2334",2
"noun_2335",1
"noun_2336",1
"noun_2337",14
"noun_2339",58
"noun_234",1
"noun_2340",9
"noun_2342",11
"noun_2343",1
"noun_2344",1
"noun_2345",7
"noun_2346",11
"noun_2347",1
"noun_2348",1
